포인트 wkt,시군구명
POINT (126.988152296812 37.5826338717894),서울특별시 종로구
POINT (126.988140747752 37.5829268016231),서울특별시 종로구
POINT (126.988140747752 37.5829268016231),서울특별시 종로구
POINT (126.988146468592 37.5831190381542),서울특별시 종로구
POINT(127.0049214 37.5831446),서울특별시 종로구
POINT(127.0049534 37.5831330),서울특별시 종로구
POINT(127.0049534 37.5831330),서울특별시 종로구
POINT(127.0048719 37.5830125),서울특별시 종로구
POINT(127.0048719 37.5830125),서울특별시 종로구
POINT(127.0053583 37.5831122),서울특별시 종로구
POINT(127.0055680 37.5831330),서울특별시 종로구
POINT(127.0055680 37.5831330),서울특별시 종로구
POINT(127.0056758 37.5831376),서울특별시 종로구
POINT(127.0058884 37.5832489),서울특별시 종로구
POINT(127.0058826 37.5832466),서울특별시 종로구
POINT(127.0058826 37.5832466),서울특별시 종로구
POINT(127.0058826 37.5832466),서울특별시 종로구
POINT(127.0058418 37.5832443),서울특별시 종로구
POINT(127.0061127 37.5831909),서울특별시 종로구
POINT(127.0061535 37.5831886),서울특별시 종로구
POINT(127.0000294 37.5872358),서울특별시 종로구
POINT(127.0000294 37.5872358),서울특별시 종로구
POINT(127.0000466 37.5872290),서울특별시 종로구
POINT(127.0002262 37.5873008),서울특별시 종로구
POINT(127.0002497 37.5872758),서울특별시 종로구
POINT(127.0004419 37.5873382),서울특별시 종로구
POINT(127.0007340 37.5874481),서울특별시 종로구
POINT(127.0007340 37.5874481),서울특별시 종로구
POINT(127.0007737 37.5874192),서울특별시 종로구
POINT(127.0007737 37.5874192),서울특별시 종로구
POINT(127.0007883 37.5874632),서울특별시 종로구
POINT(127.0011291 37.5877274),서울특별시 종로구
POINT(127.0011349 37.5877205),서울특별시 종로구
POINT(127.0011349 37.5877205),서울특별시 종로구
POINT(127.0012340 37.5879685),서울특별시 종로구
POINT(127.0012573 37.5880636),서울특별시 종로구
POINT(127.0012631 37.5880751),서울특별시 종로구
POINT(127.0012631 37.5880751),서울특별시 종로구
POINT(127.0012573 37.5880636),서울특별시 종로구
POINT(127.0012631 37.5881377),서울특별시 종로구
POINT(127.0013330 37.5883719),서울특별시 종로구
POINT(127.0013738 37.5885666),서울특별시 종로구
POINT(127.0013884 37.5887636),서울특별시 종로구
POINT(127.0014262 37.5888470),서울특별시 종로구
POINT(127.0014583 37.5888772),서울특별시 종로구
POINT(127.0014583 37.5888772),서울특별시 종로구
POINT(127.0014728 37.5891090),서울특별시 종로구
POINT(127.0014962 37.5891414),서울특별시 종로구
POINT(127.0014962 37.5891414),서울특별시 종로구
POINT(126.997027899276 37.5843123103609),서울특별시 종로구
POINT(126.997027899276 37.5843123103609),서울특별시 종로구
POINT(126.997002016287 37.5843512146221),서울특별시 종로구
POINT(126.996984760629 37.5843855419961),서울특별시 종로구
POINT(126.996984760629 37.5843855419961),서울특별시 종로구
POINT(126.996438368977 37.5845045299576),서울특별시 종로구
POINT(126.996452745732 37.5845434352767),서울특별시 종로구
POINT(126.995903477733 37.5846372469232),서울특별시 종로구
POINT(126.995903477733 37.5846372469232),서울특별시 종로구
POINT(126.995742434245 37.5846875887231),서울특별시 종로구
POINT(126.995627404884 37.5846921615635),서울특별시 종로구
POINT(126.995627404884 37.5846921615635),서울특별시 종로구
POINT(126.995636026055 37.584795145401),서울특별시 종로구
POINT(126.995334068968 37.5848798091876),서울특별시 종로구
POINT(126.995256418758 37.5849644814275),서울특별시 종로구
POINT(126.995290927613 37.5849644828093),서울특별시 종로구
POINT(126.995290927613 37.5849644828093),서울특별시 종로구
POINT(126.995152878836 37.585170444247),서울특별시 종로구
POINT(126.9950062 37.5854047),서울특별시 종로구
POINT(126.995003316953 37.5855160048932),서울특별시 종로구
POINT(126.995003316953 37.5855160048932),서울특별시 종로구
POINT(126.994735847498 37.5858546945637),서울특별시 종로구
POINT(126.994606430318 37.5859576722194),서울특별시 종로구
POINT(126.994600671989 37.586051501364),서울특별시 종로구
POINT(126.994600671989 37.586051501364),서울특별시 종로구
POINT(126.99442235725 37.5862711911927),서울특별시 종로구
POINT(126.994163512009 37.5865824176669),서울특별시 종로구
POINT(126.994163507541 37.5866396307144),서울특별시 종로구
POINT(126.994163507541 37.5866396307144),서울특별시 종로구
POINT(126.994163507541 37.5866396307144),서울특별시 종로구
POINT(126.994163507541 37.5866396307144),서울특별시 종로구
POINT(126.993999566965 37.586886782854),서울특별시 종로구
POINT(126.993873023737 37.5869783172247),서울특별시 종로구
POINT (126.996634477042 37.5878239833691),서울특별시 종로구
POINT (126.996634477042 37.5878239833691),서울특별시 종로구
POINT (126.996724351554 37.5877267237355),서울특별시 종로구
POINT (126.996533821965 37.5878325624117),서울특별시 종로구
POINT (126.996257016123 37.5879412587258),서울특별시 종로구
POINT (126.995883145531 37.5881186066834),서울특별시 종로구
POINT (126.995883145531 37.5881186066834),서울특별시 종로구
POINT (126.995742935496 37.5883274292769),서울특별시 종로구
POINT (126.995444553625 37.5885019178805),서울특별시 종로구
POINT (126.99529715878 37.5886020349005),서울특별시 종로구
POINT (126.99527917822 37.5887021569815),서울특별시 종로구
POINT (126.995156945089 37.5888280206884),서울특별시 종로구
POINT (126.995041904502 37.588905253497),서울특별시 종로구
POINT (126.995041904502 37.588905253497),서울특별시 종로구
POINT (126.994711167486 37.5890425504005),서울특별시 종로구
POINT (126.994653635674 37.5892370720872),서울특별시 종로구
POINT (126.994653635674 37.5892370720872),서울특별시 종로구
POINT (126.994229431908 37.589342896201),서울특별시 종로구
POINT (126.994179095081 37.5894515984685),서울특별시 종로구
POINT (126.994121578219 37.589434431712),서울특별시 종로구
POINT (126.994038888051 37.5895316896985),서울특별시 종로구
POINT (126.993754869347 37.5897977155468),서울특별시 종로구
POINT (126.993754869347 37.5897977155468),서울특별시 종로구
POINT (126.993474445038 37.590046576994),서울특별시 종로구
POINT (126.993452194661 37.5901245284933),서울특별시 종로구
POINT (126.993477355361 37.5901674396463),서울특별시 종로구
POINT (126.993329942598 37.5904020047572),서울특별시 종로구
POINT (126.993329942598 37.5904020047572),서울특별시 종로구
POINT (126.993329942598 37.5904020047572),서울특별시 종로구
POINT (126.993329942598 37.5904020047572),서울특별시 종로구
POINT (126.993204104823 37.5905679153081),서울특별시 종로구
POINT (126.993081880505 37.5905278591012),서울특별시 종로구
POINT (126.993110623677 37.5907052211094),서울특별시 종로구
POINT (126.992869736745 37.5909712472841),서울특별시 종로구
POINT (126.992830178449 37.5911142773992),서울특별시 종로구
POINT (126.992830178449 37.5911142773992),서울특별시 종로구
POINT (126.992830178449 37.5911142773992),서울특별시 종로구
POINT(127.01532670595454988 37.57676664086587692),서울특별시 종로구
POINT(127.01503716409537503 37.57675285159330514),서울특별시 종로구
POINT(127.01495898948046204 37.57675747036184077),서울특별시 종로구
POINT(127.01479104635141937 37.57670448990356959),서울특별시 종로구
POINT(127.0146289154213548 37.57675981614494276),서울특별시 종로구
POINT(127.0146289154213548 37.57675981614494276),서울특별시 종로구
POINT(127.01459417028522125 37.57675751602725001),서울특별시 종로구
POINT(127.01459417028522125 37.57675751602725001),서울특별시 종로구
POINT(127.01427857536695853 37.57677138113117365),서울특별시 종로구
POINT(127.01400353436915225 37.57688433057160893),서울특별시 종로구
POINT(127.01387324499820863 37.57690278130088046),서울특별시 종로구
POINT(127.01379218283379657 37.57695118358165587),서울특별시 종로구
POINT(127.01379218283379657 37.57695118358165587),서울특별시 종로구
POINT(127.01379218283379657 37.57695118358165587),서울특별시 종로구
POINT(127.01363873010481598 37.57696963675589075),서울특별시 종로구
POINT(127.01347080694523584 37.57702496207339493),서울특별시 종로구
POINT(127.01350840219646443 37.57677608061096919),서울특별시 종로구
POINT(127.01347942253032386 37.57663320998995715),서울특별시 종로구
POINT(127.01030651700735064 37.57187864930858012),서울특별시 종로구
POINT(127.01030651700735064 37.57187864930858012),서울특별시 종로구
POINT(127.01043016358867987 37.57196102544308758),서울특별시 종로구
POINT(127.01053943165727844 37.57202509451094841),서울특별시 종로구
POINT(127.01072347755389558 37.57223791099666954),서울특별시 종로구
POINT (127.009577625426 37.5793296463333),서울특별시 종로구
POINT(127.01065735727382844 37.57231114986329601),서울특별시 종로구
POINT(127.01079827862186278 37.57254685538091366),서울특별시 종로구
POINT(127.01078681586901098 37.57281232559729744),서울특별시 종로구
POINT(127.01073223695952663 37.57316934081384829),서울특별시 종로구
POINT(127.01066326080831459 37.57338446861007242),서울특별시 종로구
POINT(127.01070352014502873 37.57342108139927461),서울특별시 종로구
POINT(127.01070927335469207 37.57343938909369996),서울특별시 종로구
POINT(127.01065468188052421 37.57371401726929605),서울특별시 종로구
POINT(127.01065468188052421 37.57371401726929605),서울특별시 종로구
POINT(127.0105051598994379 37.57367054865797229),서울특별시 종로구
POINT(127.0105051598994379 37.57367054865797229),서울특별시 종로구
POINT(127.01064895505845698 37.57388108024825613),서울특별시 종로구
POINT(127.01066622324850641 37.57399550503057384),서울특별시 종로구
POINT(127.01070364100796439 37.57426554780046501),서울특별시 종로구
POINT(127.01074392911417021 37.57449897385929205),서울특별시 종로구
POINT(127.01066348009199203 37.57492235856072682),서울특별시 종로구
POINT(127.01066348009199203 37.57492235856072682),서울특별시 종로구
POINT(127.01062036736678351 37.57504594287380684),서울특별시 종로구
POINT(127.01065489283867294 37.57519469397649914),서울특별시 종로구
POINT(127.01478479592292103 37.57494570713181758),서울특별시 종로구
POINT(127.01478479592292103 37.57494570713181758),서울특별시 종로구
POINT(127.01476755420173959 37.57499834539745365),서울특별시 종로구
POINT(127.01453174488543141 37.57484275486276459),서울특별시 종로구
POINT(127.01453174488543141 37.57484275486276459),서울특별시 종로구
POINT(127.0143218347947851 37.57479243293290239),서울특별시 종로구
POINT(127.01415217374969302 37.57471006643994116),서울특별시 종로구
POINT(127.01415217374969302 37.57471006643994116),서울특별시 종로구
POINT(127.01388188338800944 37.57466661652921402),서울특별시 종로구
POINT(127.01379562608789797 37.57468264632655774),서울특별시 종로구
POINT(127.01379562608789797 37.57468264632655774),서울특별시 종로구
POINT(127.0136519024136561 37.57492066978899459),서울특별시 종로구
POINT(127.01359727739074401 37.5749572925162667),서울특별시 종로구
POINT(127.01359727739074401 37.5749572925162667),서울특별시 종로구
POINT(127.01357429782929387 37.57508545263914357),서울특별시 종로구
POINT(127.01347654308241886 37.57512665731371726),서울특별시 종로구
POINT(127.01327813839814951 37.57509921748019366),서울특별시 종로구
POINT(127.01327813839814951 37.57509921748019366),서울특별시 종로구
POINT(127.01318609666211046 37.5749275883167968),서울특별시 종로구
POINT(127.0130566898446034 37.5748360616421877),서울특별시 종로구
POINT(127.01310269421556143 37.57482919096564444),서울특별시 종로구
POINT(127.0130653090926387 37.57479715573842327),서울특별시 종로구
POINT(127.01297905027519164 37.5748063193595172),서울특별시 종로구
POINT(127.01299341388964592 37.57473079640502789),서울특별시 종로구
POINT(127.01294452313292993 37.57467358861299545),서울특별시 종로구
POINT(127.01283523577963308 37.57453171189902008),서울특별시 종로구
POINT(127.01272596169245332 37.57446535645780727),서울특별시 종로구
POINT(127.01262819144415062 37.57441273084451439),서울특별시 종로구
POINT(127.01260805447375901 37.57435551983067512),서울특별시 종로구
POINT(127.01260805447375901 37.57435551983067512),서울특별시 종로구
POINT(127.01242114320616849 37.57426628710458516),서울특별시 종로구
POINT(127.01242114320616849 37.57426628710458516),서울특별시 종로구
POINT(127.01242114320616849 37.57426628710458516),서울특별시 종로구
POINT(127.01228023454682159 37.57415874109090481),서울특별시 종로구
POINT(127.0122687370118939 37.57418162755367774),서울특별시 종로구
POINT(127.0122687370118939 37.57418162755367774),서울특별시 종로구
POINT (127.009577625426 37.5793296463333),서울특별시 종로구
POINT (127.009642321333 37.5793038951632),서울특별시 종로구
POINT (127.009778895074 37.5792009003143),서울특별시 종로구
POINT (127.009937016153 37.5789577313467),서울특별시 종로구
POINT (127.009922634063 37.5789234046833),서울특별시 종로구
POINT (127.010073596178 37.5789090886168),서울특별시 종로구
POINT (127.010181398792 37.5786973908117),서울특별시 종로구
POINT (127.010296402122 37.5785772332744),서울특별시 종로구
POINT (127.010296402122 37.5785772332744),서울특별시 종로구
POINT (127.010296402122 37.5785772332744),서울특별시 종로구
POINT (127.010452745216 37.5784928301734),서울특별시 종로구
POINT (127.010625243663 37.5782754048889),서울특별시 종로구
POINT (127.010700721755 37.5782525128197),서울특별시 종로구
POINT (127.010700721755 37.5782525128197),서울특별시 종로구
POINT (127.010783379421 37.5781666856043),서울특별시 종로구
POINT (127.01066115862 37.5780751556976),서울특별시 종로구
POINT (127.01086603773 37.5780865796429),서울특별시 종로구
POINT (127.010934309307 37.5779435405114),서울특별시 종로구
POINT (127.01114993442 37.5777089464974),서울특별시 종로구
POINT (127.011308057402 37.5775287100817),서울특별시 종로구
POINT (127.011387133202 37.577534423794),서울특별시 종로구
POINT (127.01151649198 37.5772969767273),서울특별시 종로구
POINT (127.011548835854 37.5772655063415),서울특별시 종로구
POINT (127.011548835854 37.5772655063415),서울특별시 종로구
POINT (127.011861518822 37.5771310244609),서울특별시 종로구
POINT (127.011897455863 37.5770938323037),서울특별시 종로구
POINT (127.011897455863 37.5770938323037),서울특별시 종로구
POINT (127.01208796593 37.577171050688),서울특별시 종로구
POINT(127.018769741175 37.5742486349202),서울특별시 종로구
POINT(127.018723733672 37.5742394881195),서울특별시 종로구
POINT(127.018651887638 37.5743882537256),서울특별시 종로구
POINT(127.018651887638 37.5743882537256),서울특별시 종로구
POINT(127.018870431856 37.5744637403722),서울특별시 종로구
POINT(127.018968201918 37.5744980526022),서울특별시 종로구
POINT(127.018968201918 37.5744980526022),서울특별시 종로구
POINT(127.018965350378 37.5745918826496),서울특별시 종로구
POINT(127.018965350378 37.5745918826496),서울특별시 종로구
POINT(127.019040126669 37.5746605264089),서울특별시 종로구
POINT(127.019155160261 37.5747383177008),서울특별시 종로구
POINT(127.019166705043 37.5749076667849),서울특별시 종로구
POINT(127.019166705043 37.5749076667849),서울특별시 종로구
POINT(127.019160961378 37.5749351300343),서울특별시 종로구
POINT(127.019123615744 37.5750678706206),서울특별시 종로구
POINT(127.019123615744 37.5750678706206),서울특별시 종로구
POINT(127.01910352449 37.5752097625064),서울특별시 종로구
POINT(127.01910352449 37.5752097625064),서울특별시 종로구
POINT(127.01910352449 37.5752097625064),서울특별시 종로구
POINT(127.01897990074 37.5752761497095),서울특별시 종로구
POINT(127.018928192824 37.5754683942163),서울특별시 종로구
POINT(127.01891099441 37.5756812299062),서울특별시 종로구
POINT(127.018885129289 37.5757338701073),서울특별시 종로구
POINT(127.018876508327 37.5757544682612),서울특별시 종로구
POINT(127.018876508327 37.5757544682612),서울특별시 종로구
POINT(127.018885217124 37.5760817260912),서울특별시 종로구
POINT(127.018885217124 37.5760817260912),서울특별시 종로구
POINT(127.018885217124 37.5760817260912),서울특별시 종로구
POINT(127.018908227817 37.5761114732453),서울특별시 종로구
POINT(126.96223398492917056 37.57259317803192289),서울특별시 종로구
POINT(126.96230583071238129 37.57266414533756205),서울특별시 종로구
POINT(126.96239779314564089 37.57275571575242878),서울특별시 종로구
POINT(126.96255873825694493 37.57289536706218058),서울특별시 종로구
POINT(126.96255873825694493 37.57289536706218058),서울특별시 종로구
POINT(126.96254149464132865 37.57287934190220824),서울특별시 종로구
POINT(126.9626765593589397 37.5730258504150143),서울특별시 종로구
POINT(126.96266214983387499 37.57309221314294945),서울특별시 종로구
POINT(126.96263625630004412 37.57312424432898013),서울특별시 종로구
POINT(126.96263332041596072 37.57324553533086231),서울특별시 종로구
POINT(126.96263032391473757 37.57348811823711543),서울특별시 종로구
POINT(126.96261298862141587 37.57365517520855747),서울특별시 종로구
POINT(126.96251804858617618 37.57376499438940698),서울특별시 종로구
POINT(126.96251804858617618 37.57376499438940698),서울특별시 종로구
POINT(126.96251804858617618 37.57376499438940698),서울특별시 종로구
POINT(126.96238863561733012 37.57381301229170134),서울특별시 종로구
POINT(126.96224774665685686 37.57381067879391168),서울특별시 종로구
POINT(126.96203778641338999 37.57393419190715633),서울특별시 종로구
POINT(126.96203778641338999 37.57393419190715633),서울특별시 종로구
POINT(126.96195436274821589 37.57401197495860146),서울특별시 종로구
POINT(126.96180763864566643 37.57417441297325666),서울특별시 종로구
POINT(126.96183349552376285 37.5742156148145412),서울특별시 종로구
POINT(126.96183349552376285 37.5742156148145412),서울특별시 종로구
POINT(126.96188812201368989 37.57422478656913967),서울특별시 종로구
POINT(126.9619225688090296 37.57433693548688325),서울특별시 종로구
POINT(126.96199725525016788 37.57447884819761441),서울특별시 종로구
POINT(126.96199725525016788 37.57447884819761441),서울특별시 종로구
POINT(126.96202887579109131 37.57449487805796906),서울특별시 종로구
POINT(126.96198567015551362 37.57464361837296707),서울특별시 종로구
POINT(126.96178717694681382 37.57482892492637916),서울특별시 종로구
POINT(126.96178717694681382 37.57482892492637916),서울특별시 종로구
POINT(126.96178429107389718 37.57484952072938),서울특별시 종로구
POINT(126.96266658200983102 37.57573317415502601),서울특별시 종로구
POINT(126.96266658200983102 37.57573317415502601),서울특별시 종로구
POINT(126.96281911950464405 37.57544715653776279),서울특별시 종로구
POINT(126.96281911950464405 37.57544715653776279),서울특별시 종로구
POINT(126.96293416385040587 37.57538769103608445),서울특별시 종로구
POINT(126.96293416385040587 37.57538769103608445),서울특별시 종로구
POINT(126.96293416385040587 37.57538769103608445),서울특별시 종로구
POINT(126.96302050866594868 37.57521836717774022),서울특별시 종로구
POINT(126.96290842060638226 37.57511534833244582),서울특별시 종로구
POINT(126.96290842060638226 37.57511534833244582),서울특별시 종로구
POINT(126.96294293284762489 37.57509933948730207),서울특별시 종로구
POINT(126.96291713519870825 37.57493684601972461),서울특별시 종로구
POINT(126.96287985445505342 37.57473773250956128),서울특별시 종로구
POINT(126.96284255230477811 37.57458210097710349),서울특별시 종로구
POINT(126.96284255230477811 37.57458210097710349),서울특별시 종로구
POINT(126.96279656625007703 37.57454318154383088),서울특별시 종로구
POINT(126.96275068511369 37.57429371768463255),서울특별시 종로구
POINT(126.96270182395856807 37.57425479730536466),서울특별시 종로구
POINT(126.96270182395856807 37.57425479730536466),서울특별시 종로구
POINT(126.96292039408345431 37.57416332509524892),서울특별시 종로구
POINT(126.96311891883318879 37.57390478376955656),서울특별시 종로구
POINT(126.96311891883318879 37.57390478376955656),서울특별시 종로구
POINT(126.9631908861143188 37.573733166724125),서울특별시 종로구
POINT(126.96325134737132601 37.57357070015601153),서울특별시 종로구
POINT(126.96335212302490447 37.5732846656193189),서울특별시 종로구
POINT(126.96335212302490447 37.5732846656193189),서울특별시 종로구
POINT(126.96335212302490447 37.5732846656193189),서울특별시 종로구
POINT(126.96276522696754796 37.57396188590983144),서울특별시 종로구
POINT(126.96273934799930316 37.5739641662712458),서울특별시 종로구
POINT(126.9587905 37.6069117),서울특별시 종로구
POINT(126.9588357 37.6067931),서울특별시 종로구
POINT(126.9584906 37.6066431),서울특별시 종로구
POINT(126.9584906 37.6066431),서울특별시 종로구
POINT(126.9584906 37.6066431),서울특별시 종로구
POINT(126.9584906 37.6066431),서울특별시 종로구
POINT(126.9584788 37.6066026),서울특별시 종로구
POINT(126.9582788 37.6065026),서울특별시 종로구
POINT(126.9580161 37.6063059),서울특별시 종로구
POINT(126.9577886 37.6061560),서울특별시 종로구
POINT(126.9576789 37.6060218),서울특별시 종로구
POINT(126.9576789 37.6060218),서울특별시 종로구
POINT(126.9576789 37.6060218),서울특별시 종로구
POINT(126.9576789 37.6060218),서울특별시 종로구
POINT(126.9576593 37.6059875),서울특별시 종로구
POINT(126.9576241 37.6056753),서울특별시 종로구
POINT(126.9576046 37.6055006),서울특별시 종로구
POINT(126.9574870 37.6053757),서울특별시 종로구
POINT(126.9574870 37.6053757),서울특별시 종로구
POINT(126.9575223 37.6053320),서울특별시 종로구
POINT(126.9575577 37.6052821),서울특별시 종로구
POINT(126.9575735 37.6051011),서울특별시 종로구
POINT(126.9572519 37.6048638),서울특별시 종로구
POINT(126.9571898 37.6047130),서울특별시 종로구
POINT(126.9570563 37.6046130),서울특별시 종로구
POINT(126.9570563 37.6045888),서울특별시 종로구
POINT(126.9570563 37.6045888),서울특별시 종로구
POINT(126.9590914 37.6045129),서울특별시 종로구
POINT(126.9590914 37.6045129),서울특별시 종로구
POINT(126.9590914 37.6045129),서울특별시 종로구
POINT(126.9591489 37.6045083),서울특별시 종로구
POINT(126.9593560 37.6044764),서울특별시 종로구
POINT(126.9596091 37.6042836),서울특별시 종로구
POINT(126.9596208 37.6042613),서울특별시 종로구
POINT(126.9596667 37.6041989),서울특별시 종로구
POINT(126.9597365 37.6041463),서울특별시 종로구
POINT(126.9598627 37.6037671),서울특별시 종로구
POINT(126.9599317 37.6037213),서울특별시 종로구
POINT(126.9599317 37.6037213),서울특별시 종로구
POINT(126.9599317 37.6037213),서울특별시 종로구
POINT(126.9599030 37.6037076),서울특별시 종로구
POINT(126.9600065 37.6035102),서울특별시 종로구
POINT(126.9600355 37.6033323),서울특별시 종로구
POINT(126.9601334 37.6030852),서울특별시 종로구
POINT(126.9601334 37.6030852),서울특별시 종로구
POINT(126.9601334 37.6030852),서울특별시 종로구
POINT(126.9601880 37.6029267),서울특별시 종로구
POINT(126.9603982 37.6027786),서울특별시 종로구
POINT(126.9605016 37.6027872),서울특별시 종로구
POINT(126.9603982 37.6027786),서울특별시 종로구
POINT(126.9607585 37.6026994),서울특별시 종로구
POINT(126.9607585 37.6026994),서울특별시 종로구
POINT(126.9607585 37.6026994),서울특별시 종로구
POINT(126.9608182 37.6026506),서울특별시 종로구
POINT(126.9609851 37.6025866),서울특별시 종로구
POINT(126.9611577 37.6025683),서울특별시 종로구
POINT(126.9612152 37.6025729),서울특별시 종로구
POINT(126.983047 37.558651),서울특별시 중구
POINT(126.983078 37.558628),서울특별시 중구
POINT(126.983078 37.558628),서울특별시 중구
POINT(126.983414 37.558571),서울특별시 중구
POINT(126.983459 37.558571),서울특별시 중구
POINT(126.983459 37.558571),서울특별시 중구
POINT(126.983742 37.558533),서울특별시 중구
POINT(126.983902 37.558567),서울특별시 중구
POINT(126.984024 37.558544),서울특별시 중구
POINT(126.984062 37.558563),서울특별시 중구
POINT(126.984062 37.558563),서울특별시 중구
POINT(126.984116 37.558567),서울특별시 중구
POINT(126.984261 37.558552),서울특별시 중구
POINT(126.984413 37.558548),서울특별시 중구
POINT(126.984413 37.558548),서울특별시 중구
POINT(126.984413 37.558548),서울특별시 중구
POINT(126.984901 37.558487),서울특별시 중구
POINT(126.984947 37.558506),서울특별시 중구
POINT(126.984955 37.558510),서울특별시 중구
POINT(126.985229 37.558510),서울특별시 중구
POINT(126.985413 37.558487),서울특별시 중구
